,comments,duration,languages,published_date,speaker_occupation,title,views,Positive,Negative,Moderate,related_views,event_class,Humanity/Progress_tag,arts/creativity_tag,philanthropy/religion_tag,music_tag,Global issues_tag,Scientific Fields_tag,media/entertainment_tag,Organizing/Perceiving Information_tag,Middle East_tag,Epidemics_tag,Outer-Space_tag,Vices/Prejudices_tag,exploration_tag,robots/prosthetics_tag,animals/organisms_tag
2168,33,862,21,1458831656,Writer,How young Africans found a voice on Twitter,992773,686,5,29,855146,Yearly TED Conference,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2169,125,1145,28,1458917544,Inventor,A futuristic vision of the age of holograms,2224913,1734,155,66,3923033,Yearly TED Conference,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
2170,93,687,30,1459178550,Artist and photographer,The beauty of human skin in every color,1961502,3041,38,86,1219421,Yearly TED Conference,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2171,335,818,19,1459263532,Gun-control activist,Why gun violence can't be our new normal,1096198,10004,212,35,1502990,Yearly TED Conference,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0
2172,92,771,26,1459350909,Synthetic biologist ,How humans could evolve to survive in space,1468353,929,210,67,1546743,TEDx,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
2173,23,638,34,1459436743,Strategist,Two reasons companies fail -- and how to avoid them,1743987,1046,42,94,2865124,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,135,925,33,1459522067,Organizational psychologist,The surprising habits of original thinkers,6484404,7440,109,90,6456195,Yearly TED Conference,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2175,35,915,14,1459781500,Disrupter,How a start-up in the White House is changing business as usual,961158,551,56,23,908937,Yearly TED Conference,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2176,73,1234,19,1459868691,Global strategist,How megacities are changing the map of the world,902761,1039,125,24,1072239,Yearly TED Conference,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
2177,45,724,32,1459953778,"Director of photography, Pixar",The magic ingredient that brings Pixar movies to life,2617414,3225,51,63,1439520,Other,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
2178,155,826,24,1460041392,Astronomer,The most mysterious star in the universe,2841795,1513,100,50,1120620,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2179,64,469,38,1460120732,"Campaign leader, Global Witness",The Panama Papers exposed a huge global problem. What's next?,1015683,556,91,74,940428,Other,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
2180,149,1290,27,1460131229,Software engineer,The mind behind Linux,2399273,2237,85,107,1498176,Yearly TED Conference,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2181,140,1016,28,1460377474,Humanitarian,What does it mean to be a citizen of the world?,1360404,1952,75,32,1005388,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2182,139,1034,25,1460472100,Technology forecaster ,Your kids might live on Mars. Here's how they'll survive,1419325,1514,88,26,1017637,Yearly TED Conference,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
2183,65,642,24,1460560108,Medical researcher and educator ,A new superweapon in the fight against cancer,1417316,1009,20,15,995179,Other,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
2184,45,932,25,1460645963,"Entrepreneur, inventor, author",The unexpected benefit of celebrating failure,2300106,1404,54,81,2309904,Yearly TED Conference,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2185,36,589,23,1460732678,Copy editor,The nit-picking glory of The New Yorker's Comma Queen,1060918,541,24,61,1561930,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2186,107,891,24,1460991320,Climate advocate,The inside story of the Paris climate agreement,1031398,628,67,37,1232994,Yearly TED Conference,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2187,73,475,39,1461042000,TED Curator,TED's secret to great public speaking,2952041,2424,69,179,8845548,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,31,361,28,1461071338,Journalist,Wisdom from great writers on every year of life,1531062,652,53,102,1398729,Other,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2189,77,889,26,1461164686,Futurist,We can reprogram life. How to do it wisely,1973225,1409,56,25,1843795,Other,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2190,35,670,35,1461250816,"Social entrepreneur, co-founder of Menstrupedia",A taboo-free way to talk about periods,1428083,1327,18,49,1453116,TEDx,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2191,48,949,24,1461337230,Paleontologist,Hunting for dinosaurs showed me our place in the universe,1426970,1641,27,54,1280475,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
2192,61,491,25,1461596412,Mobile finance entrepreneur,A smart loan for people with no credit history (yet),1437353,1242,46,53,2035533,Yearly TED Conference,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
2193,29,763,21,1461683185,"Artist, composer, engineer",Insightful human portraits made from data,1222519,1176,26,12,2443949,Yearly TED Conference,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2194,139,518,34,1461758055,Fixer,Why I put myself in danger to tell the stories of Gaza,961423,960,142,52,897447,Yearly TED Conference,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
2195,40,772,17,1461854801,Financial expert,A provocative way to finance the fight against climate change,1184083,417,96,15,1174875,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2196,67,928,25,1461942042,"Scientist, entrepreneur",How to read the genome and build a human being,1503016,1607,20,34,1360925,Yearly TED Conference,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
2197,24,617,30,1462201088,Researchers' dream donator,How my son's short life made a lasting difference,1431262,940,22,20,2773175,Other,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2198,15,704,26,1462288114,Design critic,"Pirates, nurses and other rebel designers",914011,327,35,54,1741621,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2199,64,716,26,1462373557,"Author, speaker, reformer",The dream we haven't dared to dream,1836233,2019,136,59,5429122,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2200,120,758,23,1462460685,Author and playwright,A sci-fi vision of love from a 318-year-old hologram,876021,566,131,40,2160604,Yearly TED Conference,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0
2201,74,686,24,1462547687,Entrepreneur,This virtual lab will revolutionize science class,1132257,1134,33,53,2209507,TEDx,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
2202,96,745,26,1462805528,Science journalist,Gene editing can now change an entire species -- forever,1498103,1420,44,44,1246926,Yearly TED Conference,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0
2203,43,891,25,1462892747,Neuroscientist,This is your brain on communication,1800490,1360,55,46,3352314,Yearly TED Conference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2204,38,259,33,1462977893,Conceptual artist,An artist's unflinching look at racial violence,987388,748,61,24,1394706,Yearly TED Conference,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2205,28,643,25,1463065529,"Physician, bioengineer and entrepreneur ",This tiny particle could roam your body to find tumors,766188,979,22,32,1614513,Other,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2206,107,816,38,1463149758,Developmental researcher,Can you really tell if a kid is lying?,6406853,3863,27,109,5382444,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2207,35,363,31,1463496380,Biomedical entrepreneur,Good news in the fight against pancreatic cancer,1183075,730,19,49,1543362,Yearly TED Conference,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2208,68,808,23,1463581329,Journalist and documentarian,Our lonely society makes it hard to come home from war,768077,1103,15,10,1285125,Other,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
2209,212,1070,23,1463670567,Sex worker and activist,The laws that sex workers really want,1811102,2057,124,52,1734749,TEDx,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2210,51,313,37,1463757880,"Writer, activist and legal analyst﻿",How free is our freedom of the press?,1258881,967,28,60,1729586,Yearly TED Conference,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2211,372,778,29,1464015495,Author,The beauty of being a misfit,2190919,4980,134,105,2042522,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2212,70,734,32,1464102638,Neuroscientist,Your words may predict your future mental health,2275945,2370,117,103,1755433,Yearly TED Conference,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2213,34,434,35,1464188438,Artist,Drawings that show the beauty and fragility of Earth,1078782,1360,24,29,967761,Other,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2214,26,788,20,1464275203,Physician and men’s health advocate,How barbershops can keep men healthy,993232,509,24,17,1226445,Yearly TED Conference,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2215,36,1082,24,1464361829,Actor and Marine Corps veteran,My journey from Marine to actor,3016666,1023,37,35,1199218,Other,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2216,39,858,23,1464707312,"CEO, Gates Foundation","A smarter, more precise way to think about public health",929167,429,54,50,1072657,Yearly TED Conference,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
2217,71,814,23,1464793818,"Doctor, writer and humanitarian",The real harm of the global arms trade,1049990,1003,55,29,955056,Other,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
2218,28,1186,19,1464879929,"Producer, activist",An entertainment icon on living a life of meaning,1025698,442,18,23,1618180,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2219,60,756,30,1464965497,Narrative photographer,"The passing of time, caught in a single photo",1588740,2494,101,56,1846977,Yearly TED Conference,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
2220,44,983,21,1465226126,Mathematician,What's so sexy about math?,1624428,1490,87,59,2619211,Yearly TED Conference,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2221,42,900,23,1465311703,Technologist,Every piece of art you've ever wanted to see -- up close and searchable,923916,1141,19,14,997463,Yearly TED Conference,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
2222,69,364,39,1465397735,"Technologist, entrepreneur","The Chinese zodiac, explained",2028383,1636,120,136,1854709,Yearly TED Conference,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2223,103,708,25,1465485422,Educator,How college loans exploit students for profit,1116194,1018,55,37,1781800,TEDx,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2224,60,485,23,1465572169,"Comedian, filmmaker",A highly scientific taxonomy of haters,1225718,1333,196,71,5023952,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2225,70,794,26,1465831127,Anti-hunger activist,3 reasons why we can win the fight against poverty,1173235,1841,32,25,1035746,Yearly TED Conference,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2226,49,537,29,1465917726,Peacemaker,The secret to effective nonviolent resistance,878864,1527,34,16,826146,Other,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2227,23,425,29,1466002215,Biohacker,This scientist makes ears out of apples,1191591,1400,19,28,2156872,Yearly TED Conference,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
2228,18,1054,21,1466107255,Immersive storyteller,The birth of virtual reality as an art form,811599,1011,17,8,1215909,Yearly TED Conference,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2229,49,895,21,1466176402,Design thinker,How better tech could protect us from distraction,1434311,2219,109,78,2320086,TEDx,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2230,43,637,35,1466433853,Survivor and activist,I survived a terrorist attack. Here's what I learned,813426,1873,29,47,2080667,TEDx,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2231,70,408,28,1466521660,"Geneticist, indigenous rights activist",Why genetic research must be more diverse,809398,508,33,26,786965,Yearly TED Conference,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2232,73,868,27,1466607281,Education innovator,How to fix a broken education system ... without any more money,1246214,1322,63,58,2759920,Other,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2233,59,915,29,1466694337,Personality researcher,"Who are you, really? The puzzle of personality",4235594,6237,108,214,4686180,Yearly TED Conference,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2234,30,440,29,1466779565,"Designer, venturer",What can we learn from shortcuts?,1396369,1418,20,49,1482990,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2235,24,675,23,1467038171,Sonic astrophysicist,How a blind astronomer found a way to hear the stars,803813,633,9,10,1553953,Yearly TED Conference,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0
2236,36,1054,22,1467125161,Software architect,How computers are learning to be creative,1413042,1214,25,5,1198623,Other,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2237,126,697,35,1467214268,Writer,Why you think you're right -- even if you're wrong,3210972,6242,127,302,3219522,TEDx,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2238,30,289,32,1467299918,Ichthyologist,"Clues to prehistoric times, found in blind cavefish",971212,746,20,37,1386943,Yearly TED Conference,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
2239,40,518,28,1467385734,"Singer, musician, composer","""Redemption Song""",1538107,1493,35,36,1239140,Yearly TED Conference,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2240,65,625,27,1467731731,Architect,How Syria's architecture laid the foundation for brutal war,888896,1064,90,25,1161491,Other,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
2241,353,1042,33,1467818768,Social scientist,Why Brexit happened -- and what to do next,2432449,3950,538,119,913276,Other,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
2242,112,648,26,1467904870,"Artist, graphic designer, filmmaker","Why I keep speaking up, even when people mock my accent",1370547,2445,35,54,1652631,Yearly TED Conference,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2243,30,797,26,1467987813,"Lawyer, artist, human rights advocate","When we design for disability, we all benefit",1162751,849,14,19,1797765,TEDx,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
2244,38,842,28,1468249217,Women's advocate,3 lessons on success from an Arab businesswoman,1827512,2458,53,71,2919877,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,55,647,29,1468335904,"Author, futurist, innovator",What will be the next big scientific breakthrough?,1475291,1217,42,28,2358942,Other,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2246,30,952,23,1468422019,Environmental writer,Nature is everywhere -- we just need to learn to see it,990075,1089,28,75,2294389,Other,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
2247,59,551,36,1468507362,Eco-entrepreneur,How to grow a forest in your backyard,1320671,2779,38,48,1108769,Other,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2248,80,787,26,1468595263,"Maker, critical thinker",My love letter to cosplay,1730653,2095,13,50,2590094,Yearly TED Conference,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2249,65,715,24,1468854400,Sustainability crusader,A forgotten Space Age technology could change how we grow food,1258539,1046,39,34,1436067,Other,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2250,25,686,23,1468940866,Artist,"A project of peace, painted across 50 buildings",821291,1026,10,5,1318757,Other,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2251,68,788,26,1469027990,Investigative journalist,How the Panama Papers journalists broke the biggest leak in history,997650,986,8,17,1601795,Other,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
2252,49,795,27,1469114079,Neuroengineer,A new way to study the brain's invisible secrets,1260112,949,55,38,2037493,Other,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
2253,134,1099,28,1469200306,Forest ecologist,How trees talk to each other,2396450,5994,72,81,913825,Other,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2254,75,276,44,1470667902,Machine learning expert,The jobs we'll lose to machines -- and the ones we won't,1929261,1388,40,141,1918518,Yearly TED Conference,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2255,45,894,21,1470755090,Strategist,How to build a business that lasts 100 years,1677142,1238,41,56,1769762,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2256,56,741,20,1470840730,Designer,The taboo secret to better health,1507057,1464,28,30,1481602,TEDx,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2257,19,923,21,1470922916,Economist,How Africa can keep rising,778960,573,14,12,868665,Other,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
2258,107,822,27,1471013398,Planetary scientist,What a planet needs to sustain life,1311426,1293,28,40,1439136,TEDx,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1
2259,74,952,30,1471273691,Climate advocate,A small country with big ideas to get rid of fossil fuels,1018830,1681,21,27,1109335,Other,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2260,49,639,27,1471360101, Space physicist,3 moons and a planet that could have alien life,1465749,1176,23,31,1383472,Other,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2261,44,419,31,1471446470,Satellite archaeologist + TED Prize winner,Hunting for Peru's lost civilizations -- with satellites,1027539,736,47,39,874216,Other,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
2262,43,997,21,1471532545,Writer,A letter to all who have lost in this era,961913,903,101,39,1660372,Other,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2263,11,859,18,1471616075,"Lawyer, coach",How Argentina's blind soccer team became champions,443773,536,9,14,2116608,TEDx,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
2264,105,746,25,1471878966,Industrial systems thinker,The next manufacturing revolution is here,1548845,1306,172,81,1420429,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2265,62,812,20,1471964679,Palliative care physician,What we can do to die well,1279825,1372,29,27,2633545,TEDx,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0
2266,35,696,23,1472051236,Photographer,The deadly legacy of cluster bombs,645572,345,15,38,1668502,Other,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2267,100,1129,23,1472136946,Digital strategist,How the blockchain is changing money and business,2110218,3491,67,60,1434733,Other,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2268,28,682,22,1472224914,Anatomical artist,The spellbinding art of human anatomy,1257468,1144,44,42,1644982,Other,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
2269,20,747,27,1472484846,Filmmaker,How women wage conflict without violence,811955,801,40,24,1160629,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2270,102,948,21,1472569257,Media studies scholar,Bring on the female superheroes!,1026017,2972,44,51,2199873,TEDx,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2271,88,712,35,1472655748,Stranger enthusiast,Why you should talk to strangers,2618738,2868,129,189,7724928,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2272,42,1096,19,1472741804,Global affairs thinker,The risky politics of progress,942925,790,45,13,1087217,Other,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
2273,46,460,37,1472828989,Comedian and writer,The agony of trying to unsubscribe,5711833,3722,38,57,7569875,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,145,649,30,1473173041,Educator and social entrepreneur,Let's teach for mastery -- not test scores,2201195,4554,72,34,2471727,Other,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2275,58,932,23,1473259922,Journalist,The new American Dream,1404984,1306,115,55,1623624,Yearly TED Conference,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2276,46,956,22,1473348468,Bioengineer,Why helmets don't prevent concussions -- and what might,1195181,790,753,72,1631284,TEDx,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
2277,26,568,28,1473434215,Pediatric cardiologist,A new way to heal hearts without surgery,1226441,1021,12,28,1068849,Yearly TED Conference,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2278,84,976,24,1473692578,Currency futurist,The future of money,1799860,1605,147,89,1565006,Other,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2279,203,856,28,1473779317,"Academic, author",How to raise successful kids -- without over-parenting,2603203,6541,76,50,1537686,Other,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2280,266,838,21,1473864710,Climate policy expert,How fear of nuclear power is hurting the environment,1185114,1374,137,29,925702,Other,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2281,60,938,20,1473951839,Designer,Architecture that's built to heal,1162011,1995,14,18,2139119,Yearly TED Conference,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
2282,95,741,28,1474037238,Psychologist,Why some people are more altruistic than others,1690453,2029,50,50,1286594,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2283,58,813,22,1474297434,Civics educator,There's no such thing as not voting,793098,451,72,50,1252930,TEDNYC,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2284,73,449,32,1474384179,Management researcher,Why you should know how much your coworkers get paid,1713788,1305,61,92,2536009,TEDx,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2285,34,430,32,1474469981,Educator,Why open a school? To close a prison,1029397,1240,13,24,1774353,Other,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2286,10,784,22,1474554901,Biotech entrepreneur,The era of personal DNA testing is here,1052018,590,21,28,1267493,Other,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2287,35,716,21,1474640266,Internet freedom activist,We can fight terror without sacrificing our rights,1053126,563,31,33,1123979,Other,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2288,66,882,21,1474903325,Author,America's forgotten working class,1077686,1449,31,38,1821364,TEDNYC,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2289,23,276,33,1474988829,Choreographer and educator,A visual history of social dance in 25 moves,778810,1382,50,44,3639107,Other,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
2290,20,801,21,1475075716,Nanobiotechnologist,How we're harnessing nature's hidden superpowers,1211098,1569,16,39,1923831,Other,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2291,490,867,27,1475160698,"Neuroscientist, philosopher",Can we build AI without losing control over it?,2592561,2679,100,58,2072307,Other,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2292,36,1145,25,1475247807,"Anthropologist, expert on love",Technology hasn't changed love. Here's why,1593458,939,63,124,4840962,Other,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2293,39,593,28,1475507534,"Biologist, community science advocate",What you need to know about CRISPR,1400803,862,27,58,1164453,Other,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
2294,72,762,22,1475593266,Immigration scholar,Immigrant voices make democracy stronger,783649,536,115,26,1216226,TEDNYC,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2295,56,762,23,1475680407,"Biologist, electrical engineer",We can start winning the war against cancer,985203,668,13,17,1012462,TEDx,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
2296,109,706,33,1475766433,"Author, entrepreneur",What reality are you creating for yourself?,2561564,8036,41,34,2637112,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2297,13,269,33,1475837387,"Actor, writer",Ideas worth dating,792297,640,54,32,3355337,Other,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
2298,83,601,34,1475866492,Linguist,4 reasons to learn a new language,2173228,2382,91,148,2461398,Yearly TED Conference,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2299,29,849,24,1476113142,"Writer, activist",How we talk about sexual assault online,1024139,1095,16,12,1628834,Other,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2300,32,605,28,1476198636,Global author,The beauty of what we'll never know,1477238,1840,64,53,2016472,Other,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2301,25,588,26,1476284942,Creative arts therapist,Art can heal PTSD's invisible wounds,827933,801,9,7,1174730,Other,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
2302,24,801,23,1476371324,Organizational change expert,5 ways to lead in an era of constant change,1811178,1613,46,50,2901520,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,86,933,16,1476457147,Artistic director,Ballroom dance that breaks gender roles,571009,1000,53,26,1170845,TEDx,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2304,39,1028,20,1476715734,Trust researcher,We've stopped trusting institutions and started trusting strangers,1307557,1113,28,29,1536783,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2305,24,579,29,1476803065,Bioelectronics innovator﻿,A temporary tattoo that brings hospital care to the home,1134472,596,25,50,944736,Other,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2306,84,1062,23,1476890306,Techno-sociologist,Machine intelligence makes human morals more important,1194781,1240,66,43,1487879,Other,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2307,45,1042,25,1476976663,Peace activist,Inside the mind of a former radical jihadist,1805897,1366,56,22,1424609,TEDx,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2308,38,651,20,1477062617,Electoral consultant,The unexpected challenges of a country's first election,859817,333,27,31,767954,TEDNYC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2309,93,691,29,1477322137,Transportation geek,What a driverless world could look like,2859109,1933,66,60,1159741,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2310,49,937,23,1477408639,Political theorist,How the US should use its superpower status,851675,473,106,55,1259286,TEDx,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2311,31,788,24,1477494359,Painter,How loss helped one artist find beauty in imperfection,1134525,1520,41,43,1321508,TEDx,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2312,18,993,27,1477580720,Entrepreneur,Everything you hear on film is a lie,1236485,1299,31,125,2021751,TEDx,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
2313,6,523,25,1477656279,Musical explorers,"""St. James Infirmary Blues""",820295,314,6,16,1203279,Yearly TED Conference,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2314,326,740,26,1477673749,"Artist, activist ",Enough with the fear of fat,1594248,1917,2196,40,2092343,TEDx,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2315,146,464,30,1477926404,Privacy researcher and activist,Your smartphone is a civil rights issue,1307805,1184,508,83,1117126,Other,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2316,128,830,19,1478012934,Educator,How America's public schools keep kids in poverty,1181475,1791,118,34,1649746,TEDx,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2317,11,675,21,1478100297,Data activist,Your company's data could help end world hunger,951340,447,17,12,1573629,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2318,23,704,23,1478185534,Business romantic,4 ways to build a human company in the age of machines,1385538,1148,38,71,4758137,Other,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2319,8,369,28,1478261131,"Musician, blogger","""Space Oddity""",738590,362,56,13,3575456,Yearly TED Conference,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2320,90,1158,22,1478274563,Change catalyst,It's time for women to run for office,877915,948,30,23,1927827,TEDWomen,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2321,121,888,23,1478535032,Physician,Islamophobia killed my brother. Let's end the hate,1177013,2840,101,31,1558043,TEDWomen,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2322,214,1217,21,1478617389,Social psychologist,Can a divided America heal?,1515162,1392,102,46,1260351,TEDNYC,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
2323,18,423,33,1478794255,Technologist,Easy DIY projects for kid engineers,1047389,1368,16,30,1750824,Other,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
2324,58,631,24,1478879643,Psychologist,"We train soldiers for war. Let's train them to come home, too",990521,774,20,19,1401683,Other,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
